"","Task","Billable","Start.date","Start.time","End.date","End.time","Duration","Tags","Amount...","Start.datetime","End.datetime","tags"
"155",NA,"Yes","2023-02-16","14:00:00","2023-02-16","14:45:00",45,"Meetings,Project Management",NA,2023-02-16 14:00:00,2023-02-16 14:45:00,"Prod Manage"
"156",NA,"Yes","2023-02-16","14:00:00","2023-02-16","14:45:00",45,"Meetings,Project Management",NA,2023-02-16 14:00:00,2023-02-16 14:45:00,"Proj Manage"
"157",NA,"Yes","2023-02-20","08:00:00","2023-02-20","08:30:00",30,"Admin",NA,2023-02-20 08:00:00,2023-02-20 08:30:00,"Proj Manage"
"158",NA,"Yes","2023-02-20","09:30:00","2023-02-20","12:00:00",150,"Code,R Studio",NA,2023-02-20 09:30:00,2023-02-20 12:00:00,"AI / Deep Learning"
"159",NA,"Yes","2023-02-20","09:30:00","2023-02-20","12:00:00",150,"Code,R Studio",NA,2023-02-20 09:30:00,2023-02-20 12:00:00,"Data Explore/Visualisation"
"160",NA,"Yes","2023-02-20","13:30:00","2023-02-20","14:00:00",30,"Admin",NA,2023-02-20 13:30:00,2023-02-20 14:00:00,"Proj Manage"
"161",NA,"Yes","2023-02-21","08:00:00","2023-02-21","10:00:00",120,"Code,R Studio",NA,2023-02-21 08:00:00,2023-02-21 10:00:00,"AI / Deep Learning"
"162",NA,"Yes","2023-02-21","08:00:00","2023-02-21","10:00:00",120,"Code,R Studio",NA,2023-02-21 08:00:00,2023-02-21 10:00:00,"Data Explore/Visualisation"
"163",NA,"Yes","2023-02-21","10:00:00","2023-02-21","10:30:00",30,"Project Management",NA,2023-02-21 10:00:00,2023-02-21 10:30:00,"Proj Manage"
"164",NA,"Yes","2023-02-21","10:30:00","2023-02-21","11:30:00",60,"Code,R Studio",NA,2023-02-21 10:30:00,2023-02-21 11:30:00,"AI / Deep Learning"
"165",NA,"Yes","2023-02-21","10:30:00","2023-02-21","11:30:00",60,"Code,R Studio",NA,2023-02-21 10:30:00,2023-02-21 11:30:00,"Data Explore/Visualisation"
"166",NA,"Yes","2023-02-21","12:30:00","2023-02-21","13:15:00",45,"Teaching",NA,2023-02-21 12:30:00,2023-02-21 13:15:00,"Sci Writing"
"167",NA,"Yes","2023-02-21","14:30:00","2023-02-21","16:00:00",90,"Code,R Studio",NA,2023-02-21 14:30:00,2023-02-21 16:00:00,"AI / Deep Learning"
"168",NA,"Yes","2023-02-21","14:30:00","2023-02-21","16:00:00",90,"Code,R Studio",NA,2023-02-21 14:30:00,2023-02-21 16:00:00,"Data Explore/Visualisation"
"169",NA,"Yes","2023-02-22","07:15:00","2023-02-22","11:00:00",225,"Teaching",NA,2023-02-22 07:15:00,2023-02-22 11:00:00,"Sci Writing"
"170",NA,"Yes","2023-02-22","13:15:00","2023-02-22","14:15:00",60,"Code,R Studio",NA,2023-02-22 13:15:00,2023-02-22 14:15:00,"AI / Deep Learning"
"171",NA,"Yes","2023-02-22","13:15:00","2023-02-22","14:15:00",60,"Code,R Studio",NA,2023-02-22 13:15:00,2023-02-22 14:15:00,"Data Explore/Visualisation"
"172",NA,"Yes","2023-02-23","07:45:00","2023-02-23","12:15:00",270,"Code,R Studio",NA,2023-02-23 07:45:00,2023-02-23 12:15:00,"AI / Deep Learning"
"173",NA,"Yes","2023-02-23","07:45:00","2023-02-23","12:15:00",270,"Code,R Studio",NA,2023-02-23 07:45:00,2023-02-23 12:15:00,"Data Explore/Visualisation"
"174",NA,"Yes","2023-02-23","13:00:00","2023-02-23","13:15:00",15,"Code,R Studio",NA,2023-02-23 13:00:00,2023-02-23 13:15:00,"AI / Deep Learning"
"175",NA,"Yes","2023-02-23","13:00:00","2023-02-23","13:15:00",15,"Code,R Studio",NA,2023-02-23 13:00:00,2023-02-23 13:15:00,"Data Explore/Visualisation"
"176",NA,"Yes","2023-02-23","13:12:12","2023-02-23","15:32:35",140.383333333333,"Code,R Studio",NA,2023-02-23 13:12:12,2023-02-23 15:32:35,"AI / Deep Learning"
"177",NA,"Yes","2023-02-23","13:12:12","2023-02-23","15:32:35",140.383333333333,"Code,R Studio",NA,2023-02-23 13:12:12,2023-02-23 15:32:35,"Data Explore/Visualisation"
"178",NA,"Yes","2023-02-24","08:30:00","2023-02-24","09:00:00",30,"Meetings",NA,2023-02-24 08:30:00,2023-02-24 09:00:00,"Prod Manage"
"179",NA,"Yes","2023-02-24","09:15:00","2023-02-24","09:45:00",30,"Code,R Studio",NA,2023-02-24 09:15:00,2023-02-24 09:45:00,"AI / Deep Learning"
"180",NA,"Yes","2023-02-24","09:15:00","2023-02-24","09:45:00",30,"Code,R Studio",NA,2023-02-24 09:15:00,2023-02-24 09:45:00,"Data Explore/Visualisation"
"181",NA,"Yes","2023-02-24","10:45:00","2023-02-24","11:00:00",15,"Meetings,Supervision",NA,2023-02-24 10:45:00,2023-02-24 11:00:00,"Prod Manage"
"182",NA,"Yes","2023-02-24","10:45:00","2023-02-24","11:00:00",15,"Meetings,Supervision",NA,2023-02-24 10:45:00,2023-02-24 11:00:00,"Sci Writing"
"183",NA,"Yes","2023-02-24","11:00:00","2023-02-24","13:00:00",120,"Code,R Studio",NA,2023-02-24 11:00:00,2023-02-24 13:00:00,"AI / Deep Learning"
"184",NA,"Yes","2023-02-24","11:00:00","2023-02-24","13:00:00",120,"Code,R Studio",NA,2023-02-24 11:00:00,2023-02-24 13:00:00,"Data Explore/Visualisation"
"185",NA,"Yes","2023-02-24","13:00:00","2023-02-24","13:30:00",30,"Meetings",NA,2023-02-24 13:00:00,2023-02-24 13:30:00,"Prod Manage"
"186",NA,"Yes","2023-02-24","13:30:00","2023-02-24","13:45:00",15,"Meetings",NA,2023-02-24 13:30:00,2023-02-24 13:45:00,"Prod Manage"
"187",NA,"No","2023-02-27","07:30:00","2023-02-27","08:45:00",75,"Code,R Studio",NA,2023-02-27 07:30:00,2023-02-27 08:45:00,"AI / Deep Learning"
"188",NA,"No","2023-02-27","07:30:00","2023-02-27","08:45:00",75,"Code,R Studio",NA,2023-02-27 07:30:00,2023-02-27 08:45:00,"Data Explore/Visualisation"
"189",NA,"No","2023-02-27","08:56:08","2023-02-27","09:39:31",43.3833333333333,"Meetings",NA,2023-02-27 08:56:08,2023-02-27 09:39:31,"Prod Manage"
"190",NA,"No","2023-02-27","09:30:00","2023-02-27","12:15:00",165,"Code,R Studio",NA,2023-02-27 09:30:00,2023-02-27 12:15:00,"AI / Deep Learning"
"191",NA,"No","2023-02-27","09:30:00","2023-02-27","12:15:00",165,"Code,R Studio",NA,2023-02-27 09:30:00,2023-02-27 12:15:00,"Data Explore/Visualisation"
"192",NA,"No","2023-02-27","13:00:00","2023-02-27","15:00:00",120,"Code,Python",NA,2023-02-27 13:00:00,2023-02-27 15:00:00,"AI / Deep Learning"
"193",NA,"No","2023-02-27","13:00:00","2023-02-27","15:00:00",120,"Code,Python",NA,2023-02-27 13:00:00,2023-02-27 15:00:00,"Data Explore/Visualisation"
"194",NA,"No","2023-02-28","08:00:00","2023-02-28","10:00:00",120,"Code,Project Management,R Studio",NA,2023-02-28 08:00:00,2023-02-28 10:00:00,"AI / Deep Learning"
"195",NA,"No","2023-02-28","08:00:00","2023-02-28","10:00:00",120,"Code,Project Management,R Studio",NA,2023-02-28 08:00:00,2023-02-28 10:00:00,"Proj Manage"
"196",NA,"No","2023-02-28","08:00:00","2023-02-28","10:00:00",120,"Code,Project Management,R Studio",NA,2023-02-28 08:00:00,2023-02-28 10:00:00,"Data Explore/Visualisation"
"197",NA,"No","2023-02-28","10:00:00","2023-02-28","11:00:00",60,"Code,R Studio",NA,2023-02-28 10:00:00,2023-02-28 11:00:00,"AI / Deep Learning"
"198",NA,"No","2023-02-28","10:00:00","2023-02-28","11:00:00",60,"Code,R Studio",NA,2023-02-28 10:00:00,2023-02-28 11:00:00,"Data Explore/Visualisation"
"199",NA,"No","2023-02-28","11:00:00","2023-02-28","12:00:00",60,"Meetings",NA,2023-02-28 11:00:00,2023-02-28 12:00:00,"Prod Manage"
"200",NA,"No","2023-02-28","12:15:00","2023-02-28","15:00:00",165,"Reading,Writing",NA,2023-02-28 12:15:00,2023-02-28 15:00:00,"Sci Writing"
"201",NA,"No","2023-02-28","12:15:00","2023-02-28","15:00:00",165,"Reading,Writing",NA,2023-02-28 12:15:00,2023-02-28 15:00:00,"Sci Writing"
"202",NA,"No","2023-03-01","08:00:00","2023-03-01","08:15:00",15,"Code,R Studio",NA,2023-03-01 08:00:00,2023-03-01 08:15:00,"AI / Deep Learning"
"203",NA,"No","2023-03-01","08:00:00","2023-03-01","08:15:00",15,"Code,R Studio",NA,2023-03-01 08:00:00,2023-03-01 08:15:00,"Data Explore/Visualisation"
"204",NA,"No","2023-03-01","08:10:07","2023-03-01","11:02:55",172.8,"Code,R Studio",NA,2023-03-01 08:10:07,2023-03-01 11:02:55,"AI / Deep Learning"
"205",NA,"No","2023-03-01","08:10:07","2023-03-01","11:02:55",172.8,"Code,R Studio",NA,2023-03-01 08:10:07,2023-03-01 11:02:55,"Data Explore/Visualisation"
"206",NA,"No","2023-03-01","11:00:00","2023-03-01","12:15:00",75,"Reading,Writing",NA,2023-03-01 11:00:00,2023-03-01 12:15:00,"Sci Writing"
"207",NA,"No","2023-03-01","11:00:00","2023-03-01","12:15:00",75,"Reading,Writing",NA,2023-03-01 11:00:00,2023-03-01 12:15:00,"Sci Writing"
"208",NA,"No","2023-03-01","12:45:00","2023-03-01","13:30:00",45,"Reading,Writing",NA,2023-03-01 12:45:00,2023-03-01 13:30:00,"Sci Writing"
"209",NA,"No","2023-03-01","12:45:00","2023-03-01","13:30:00",45,"Reading,Writing",NA,2023-03-01 12:45:00,2023-03-01 13:30:00,"Sci Writing"
"210",NA,"No","2023-03-01","13:29:03","2023-03-01","14:00:00",30.95,"Meetings,Project Management",NA,2023-03-01 13:29:03,2023-03-01 14:00:00,"Prod Manage"
"211",NA,"No","2023-03-01","13:29:03","2023-03-01","14:00:00",30.95,"Meetings,Project Management",NA,2023-03-01 13:29:03,2023-03-01 14:00:00,"Proj Manage"
"212",NA,"No","2023-03-02","08:00:00","2023-03-02","09:30:00",90,"Code,Python",NA,2023-03-02 08:00:00,2023-03-02 09:30:00,"AI / Deep Learning"
"213",NA,"No","2023-03-02","08:00:00","2023-03-02","09:30:00",90,"Code,Python",NA,2023-03-02 08:00:00,2023-03-02 09:30:00,"Data Explore/Visualisation"
"214",NA,"No","2023-03-02","09:30:00","2023-03-02","10:00:00",30,"Meetings,Project Management",NA,2023-03-02 09:30:00,2023-03-02 10:00:00,"Prod Manage"
"215",NA,"No","2023-03-02","09:30:00","2023-03-02","10:00:00",30,"Meetings,Project Management",NA,2023-03-02 09:30:00,2023-03-02 10:00:00,"Proj Manage"
"216",NA,"No","2023-03-02","10:00:00","2023-03-02","10:15:00",15,"Code,Emails",NA,2023-03-02 10:00:00,2023-03-02 10:15:00,"AI / Deep Learning"
"217",NA,"No","2023-03-02","10:00:00","2023-03-02","10:15:00",15,"Code,Emails",NA,2023-03-02 10:00:00,2023-03-02 10:15:00,"Prod Manage"
"218",NA,"No","2023-03-02","10:15:00","2023-03-02","11:00:00",45,"Code,Python",NA,2023-03-02 10:15:00,2023-03-02 11:00:00,"AI / Deep Learning"
"219",NA,"No","2023-03-02","10:15:00","2023-03-02","11:00:00",45,"Code,Python",NA,2023-03-02 10:15:00,2023-03-02 11:00:00,"Data Explore/Visualisation"
"220",NA,"No","2023-03-02","12:00:00","2023-03-02","16:00:00",240,"Code,Python",NA,2023-03-02 12:00:00,2023-03-02 16:00:00,"AI / Deep Learning"
"221",NA,"No","2023-03-02","12:00:00","2023-03-02","16:00:00",240,"Code,Python",NA,2023-03-02 12:00:00,2023-03-02 16:00:00,"Data Explore/Visualisation"
"222",NA,"No","2023-03-03","08:00:00","2023-03-03","08:45:00",45,"Meetings",NA,2023-03-03 08:00:00,2023-03-03 08:45:00,"Prod Manage"
"223",NA,"No","2023-03-03","08:45:00","2023-03-03","09:45:00",60,"Emails,Project Management",NA,2023-03-03 08:45:00,2023-03-03 09:45:00,"Prod Manage"
"224",NA,"No","2023-03-03","08:45:00","2023-03-03","09:45:00",60,"Emails,Project Management",NA,2023-03-03 08:45:00,2023-03-03 09:45:00,"Proj Manage"
"225",NA,"No","2023-03-03","09:45:00","2023-03-03","11:00:00",75,"Reading,Review",NA,2023-03-03 09:45:00,2023-03-03 11:00:00,"Sci Writing"
"226",NA,"No","2023-03-03","09:45:00","2023-03-03","11:00:00",75,"Reading,Review",NA,2023-03-03 09:45:00,2023-03-03 11:00:00,"Review"
"227",NA,"No","2023-03-03","11:00:00","2023-03-03","11:30:00",30,"Meetings,Supervision",NA,2023-03-03 11:00:00,2023-03-03 11:30:00,"Prod Manage"
"228",NA,"No","2023-03-03","11:00:00","2023-03-03","11:30:00",30,"Meetings,Supervision",NA,2023-03-03 11:00:00,2023-03-03 11:30:00,"Sci Writing"
"229",NA,"No","2023-03-03","11:30:00","2023-03-03","12:00:00",30,"Reading,Review",NA,2023-03-03 11:30:00,2023-03-03 12:00:00,"Sci Writing"
"230",NA,"No","2023-03-03","11:30:00","2023-03-03","12:00:00",30,"Reading,Review",NA,2023-03-03 11:30:00,2023-03-03 12:00:00,"Review"
"231",NA,"No","2023-03-03","12:08:53","2023-03-03","12:29:00",20.1166666666667,"Reading,Review",NA,2023-03-03 12:08:53,2023-03-03 12:29:00,"Sci Writing"
"232",NA,"No","2023-03-03","12:08:53","2023-03-03","12:29:00",20.1166666666667,"Reading,Review",NA,2023-03-03 12:08:53,2023-03-03 12:29:00,"Review"
"233",NA,"No","2023-03-03","12:29:57","2023-03-03","13:00:00",30.05,"Reading,Review",NA,2023-03-03 12:29:57,2023-03-03 13:00:00,"Sci Writing"
"234",NA,"No","2023-03-03","12:29:57","2023-03-03","13:00:00",30.05,"Reading,Review",NA,2023-03-03 12:29:57,2023-03-03 13:00:00,"Review"
"235",NA,"No","2023-03-03","13:00:00","2023-03-03","14:00:00",60,"Meetings",NA,2023-03-03 13:00:00,2023-03-03 14:00:00,"Prod Manage"
"236",NA,"No","2023-03-03","14:00:00","2023-03-03","14:15:00",15,"Meetings",NA,2023-03-03 14:00:00,2023-03-03 14:15:00,"Prod Manage"
"237",NA,"No","2023-03-06","08:00:00","2023-03-06","12:00:00",240,"Code,R Studio",NA,2023-03-06 08:00:00,2023-03-06 12:00:00,"AI / Deep Learning"
"238",NA,"No","2023-03-06","08:00:00","2023-03-06","12:00:00",240,"Code,R Studio",NA,2023-03-06 08:00:00,2023-03-06 12:00:00,"Data Explore/Visualisation"
"239",NA,"No","2023-03-06","12:55:05","2023-03-06","14:30:00",94.9166666666667,"Reading,Writing",NA,2023-03-06 12:55:05,2023-03-06 14:30:00,"Sci Writing"
"240",NA,"No","2023-03-06","12:55:05","2023-03-06","14:30:00",94.9166666666667,"Reading,Writing",NA,2023-03-06 12:55:05,2023-03-06 14:30:00,"Sci Writing"
"241",NA,"No","2023-03-06","14:30:00","2023-03-06","15:45:00",75,"Code,R Studio",NA,2023-03-06 14:30:00,2023-03-06 15:45:00,"AI / Deep Learning"
"242",NA,"No","2023-03-06","14:30:00","2023-03-06","15:45:00",75,"Code,R Studio",NA,2023-03-06 14:30:00,2023-03-06 15:45:00,"Data Explore/Visualisation"
"243",NA,"No","2023-03-07","07:00:00","2023-03-07","07:15:00",15,"Review",NA,2023-03-07 07:00:00,2023-03-07 07:15:00,"Review"
"244",NA,"No","2023-03-07","07:17:57","2023-03-07","08:00:00",42.05,"Review",NA,2023-03-07 07:17:57,2023-03-07 08:00:00,"Review"
"245",NA,"No","2023-03-07","08:00:00","2023-03-07","08:30:00",30,"Code,R Studio",NA,2023-03-07 08:00:00,2023-03-07 08:30:00,"AI / Deep Learning"
"246",NA,"No","2023-03-07","08:00:00","2023-03-07","08:30:00",30,"Code,R Studio",NA,2023-03-07 08:00:00,2023-03-07 08:30:00,"Data Explore/Visualisation"
"247",NA,"No","2023-03-07","08:30:00","2023-03-07","09:15:00",45,"Meetings",NA,2023-03-07 08:30:00,2023-03-07 09:15:00,"Prod Manage"
"248",NA,"No","2023-03-07","09:15:00","2023-03-07","11:00:00",105,"Documentation,Writing",NA,2023-03-07 09:15:00,2023-03-07 11:00:00,"Comms/Report and BI"
"249",NA,"No","2023-03-07","09:15:00","2023-03-07","11:00:00",105,"Documentation,Writing",NA,2023-03-07 09:15:00,2023-03-07 11:00:00,"Sci Writing"
"250",NA,"No","2023-03-07","11:00:00","2023-03-07","12:30:00",90,"Meetings,Review",NA,2023-03-07 11:00:00,2023-03-07 12:30:00,"Prod Manage"
"251",NA,"No","2023-03-07","11:00:00","2023-03-07","12:30:00",90,"Meetings,Review",NA,2023-03-07 11:00:00,2023-03-07 12:30:00,"Review"
"252",NA,"No","2023-03-07","12:30:00","2023-03-07","13:00:00",30,"Meetings",NA,2023-03-07 12:30:00,2023-03-07 13:00:00,"Prod Manage"
"253",NA,"No","2023-03-07","13:00:00","2023-03-07","13:15:00",15,"Reports",NA,2023-03-07 13:00:00,2023-03-07 13:15:00,"Comms/Report and BI"
"254",NA,"No","2023-03-07","13:30:00","2023-03-07","14:30:00",60,"Meetings,Project Management",NA,2023-03-07 13:30:00,2023-03-07 14:30:00,"Prod Manage"
"255",NA,"No","2023-03-07","13:30:00","2023-03-07","14:30:00",60,"Meetings,Project Management",NA,2023-03-07 13:30:00,2023-03-07 14:30:00,"Proj Manage"
"256",NA,"No","2023-03-08","08:30:00","2023-03-08","09:30:00",60,"Emails",NA,2023-03-08 08:30:00,2023-03-08 09:30:00,"Prod Manage"
"257",NA,"No","2023-03-08","09:30:00","2023-03-08","10:45:00",75,"Meetings,Project Management",NA,2023-03-08 09:30:00,2023-03-08 10:45:00,"Prod Manage"
"258",NA,"No","2023-03-08","09:30:00","2023-03-08","10:45:00",75,"Meetings,Project Management",NA,2023-03-08 09:30:00,2023-03-08 10:45:00,"Proj Manage"
"259",NA,"No","2023-03-08","10:45:00","2023-03-08","11:30:00",45,"Emails",NA,2023-03-08 10:45:00,2023-03-08 11:30:00,"Prod Manage"
"260",NA,"No","2023-03-08","11:30:00","2023-03-08","12:15:00",45,"Code,Python,R Studio",NA,2023-03-08 11:30:00,2023-03-08 12:15:00,"AI / Deep Learning"
"261",NA,"No","2023-03-08","11:30:00","2023-03-08","12:15:00",45,"Code,Python,R Studio",NA,2023-03-08 11:30:00,2023-03-08 12:15:00,"Data Explore/Visualisation"
"262",NA,"No","2023-03-08","11:30:00","2023-03-08","12:15:00",45,"Code,Python,R Studio",NA,2023-03-08 11:30:00,2023-03-08 12:15:00,"Data Explore/Visualisation"
"263",NA,"No","2023-03-08","12:45:00","2023-03-08","13:00:00",15,"Reports",NA,2023-03-08 12:45:00,2023-03-08 13:00:00,"Comms/Report and BI"
"264",NA,"No","2023-03-08","13:12:52","2023-03-08","15:50:09",157.283333333333,"Reports",NA,2023-03-08 13:12:52,2023-03-08 15:50:09,"Comms/Report and BI"
"265",NA,"No","2023-03-09","11:00:00","2023-03-09","12:00:00",60,"Code,Python,R Studio",NA,2023-03-09 11:00:00,2023-03-09 12:00:00,"AI / Deep Learning"
"266",NA,"No","2023-03-09","11:00:00","2023-03-09","12:00:00",60,"Code,Python,R Studio",NA,2023-03-09 11:00:00,2023-03-09 12:00:00,"Data Explore/Visualisation"
"267",NA,"No","2023-03-09","11:00:00","2023-03-09","12:00:00",60,"Code,Python,R Studio",NA,2023-03-09 11:00:00,2023-03-09 12:00:00,"Data Explore/Visualisation"
"268",NA,"No","2023-03-09","12:45:00","2023-03-09","15:30:00",165,"Reports",NA,2023-03-09 12:45:00,2023-03-09 15:30:00,"Comms/Report and BI"
"269",NA,"No","2023-03-10","08:00:00","2023-03-10","12:00:00",240,"Code,R Studio",NA,2023-03-10 08:00:00,2023-03-10 12:00:00,"AI / Deep Learning"
"270",NA,"No","2023-03-10","08:00:00","2023-03-10","12:00:00",240,"Code,R Studio",NA,2023-03-10 08:00:00,2023-03-10 12:00:00,"Data Explore/Visualisation"
"271",NA,"No","2023-03-10","13:00:00","2023-03-10","16:00:00",180,"Code,R Studio",NA,2023-03-10 13:00:00,2023-03-10 16:00:00,"AI / Deep Learning"
"272",NA,"No","2023-03-10","13:00:00","2023-03-10","16:00:00",180,"Code,R Studio",NA,2023-03-10 13:00:00,2023-03-10 16:00:00,"Data Explore/Visualisation"
"273",NA,"No","2023-03-13","08:00:00","2023-03-13","11:45:00",225,"Code,Review,R Studio",NA,2023-03-13 08:00:00,2023-03-13 11:45:00,"AI / Deep Learning"
"274",NA,"No","2023-03-13","08:00:00","2023-03-13","11:45:00",225,"Code,Review,R Studio",NA,2023-03-13 08:00:00,2023-03-13 11:45:00,"Review"
"275",NA,"No","2023-03-13","08:00:00","2023-03-13","11:45:00",225,"Code,Review,R Studio",NA,2023-03-13 08:00:00,2023-03-13 11:45:00,"Data Explore/Visualisation"
"276",NA,"No","2023-03-13","13:00:00","2023-03-13","13:45:00",45,"Code,Review,R Studio",NA,2023-03-13 13:00:00,2023-03-13 13:45:00,"AI / Deep Learning"
"277",NA,"No","2023-03-13","13:00:00","2023-03-13","13:45:00",45,"Code,Review,R Studio",NA,2023-03-13 13:00:00,2023-03-13 13:45:00,"Review"
"278",NA,"No","2023-03-13","13:00:00","2023-03-13","13:45:00",45,"Code,Review,R Studio",NA,2023-03-13 13:00:00,2023-03-13 13:45:00,"Data Explore/Visualisation"
"279",NA,"No","2023-03-13","13:45:00","2023-03-13","14:00:00",15,"Emails,Project Management",NA,2023-03-13 13:45:00,2023-03-13 14:00:00,"Prod Manage"
"280",NA,"No","2023-03-13","13:45:00","2023-03-13","14:00:00",15,"Emails,Project Management",NA,2023-03-13 13:45:00,2023-03-13 14:00:00,"Proj Manage"
"281",NA,"No","2023-03-14","07:30:00","2023-03-14","10:00:00",150,"Code,R Studio",NA,2023-03-14 07:30:00,2023-03-14 10:00:00,"AI / Deep Learning"
"282",NA,"No","2023-03-14","07:30:00","2023-03-14","10:00:00",150,"Code,R Studio",NA,2023-03-14 07:30:00,2023-03-14 10:00:00,"Data Explore/Visualisation"
"283",NA,"No","2023-03-14","10:00:00","2023-03-14","11:00:00",60,"Meetings,Project Management",NA,2023-03-14 10:00:00,2023-03-14 11:00:00,"Prod Manage"
"284",NA,"No","2023-03-14","10:00:00","2023-03-14","11:00:00",60,"Meetings,Project Management",NA,2023-03-14 10:00:00,2023-03-14 11:00:00,"Proj Manage"
"285",NA,"No","2023-03-14","11:00:00","2023-03-14","11:45:00",45,"Reading",NA,2023-03-14 11:00:00,2023-03-14 11:45:00,"Sci Writing"
"286",NA,"No","2023-03-14","11:45:00","2023-03-14","13:00:00",75,"Project Management",NA,2023-03-14 11:45:00,2023-03-14 13:00:00,"Proj Manage"
"287",NA,"No","2023-03-14","13:15:00","2023-03-14","14:00:00",45,"Meetings,Project Management",NA,2023-03-14 13:15:00,2023-03-14 14:00:00,"Prod Manage"
"288",NA,"No","2023-03-14","13:15:00","2023-03-14","14:00:00",45,"Meetings,Project Management",NA,2023-03-14 13:15:00,2023-03-14 14:00:00,"Proj Manage"
"289",NA,"No","2023-03-15","08:00:00","2023-03-15","09:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 08:00:00,2023-03-15 09:00:00,"Prod Manage"
"290",NA,"No","2023-03-15","08:00:00","2023-03-15","09:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 08:00:00,2023-03-15 09:00:00,"AI / Deep Learning"
"291",NA,"No","2023-03-15","08:00:00","2023-03-15","09:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 08:00:00,2023-03-15 09:00:00,"Comms/Report and BI"
"292",NA,"No","2023-03-15","09:00:00","2023-03-15","10:00:00",60,"Business Strategy,Meetings",NA,2023-03-15 09:00:00,2023-03-15 10:00:00,"Prod Manage"
"293",NA,"No","2023-03-15","09:00:00","2023-03-15","10:00:00",60,"Business Strategy,Meetings",NA,2023-03-15 09:00:00,2023-03-15 10:00:00,"Prod Manage"
"294",NA,"No","2023-03-15","10:00:00","2023-03-15","11:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 10:00:00,2023-03-15 11:00:00,"Prod Manage"
"295",NA,"No","2023-03-15","10:00:00","2023-03-15","11:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 10:00:00,2023-03-15 11:00:00,"AI / Deep Learning"
"296",NA,"No","2023-03-15","10:00:00","2023-03-15","11:00:00",60,"Business Strategy,Code,Documentation",NA,2023-03-15 10:00:00,2023-03-15 11:00:00,"Comms/Report and BI"
"297",NA,"No","2023-03-15","11:00:00","2023-03-15","12:15:00",75,"Emails,Writing",NA,2023-03-15 11:00:00,2023-03-15 12:15:00,"Prod Manage"
"298",NA,"No","2023-03-15","11:00:00","2023-03-15","12:15:00",75,"Emails,Writing",NA,2023-03-15 11:00:00,2023-03-15 12:15:00,"Sci Writing"
"299",NA,"No","2023-03-15","13:00:00","2023-03-15","16:15:00",195,"Code,R Studio",NA,2023-03-15 13:00:00,2023-03-15 16:15:00,"AI / Deep Learning"
"300",NA,"No","2023-03-15","13:00:00","2023-03-15","16:15:00",195,"Code,R Studio",NA,2023-03-15 13:00:00,2023-03-15 16:15:00,"Data Explore/Visualisation"
"301",NA,"No","2023-03-16","07:30:00","2023-03-16","12:00:00",270,"Code,R Studio",NA,2023-03-16 07:30:00,2023-03-16 12:00:00,"AI / Deep Learning"
"302",NA,"No","2023-03-16","07:30:00","2023-03-16","12:00:00",270,"Code,R Studio",NA,2023-03-16 07:30:00,2023-03-16 12:00:00,"Data Explore/Visualisation"
"303",NA,"No","2023-03-16","12:00:00","2023-03-16","12:30:00",30,"Meetings,Supervision",NA,2023-03-16 12:00:00,2023-03-16 12:30:00,"Prod Manage"
"304",NA,"No","2023-03-16","12:00:00","2023-03-16","12:30:00",30,"Meetings,Supervision",NA,2023-03-16 12:00:00,2023-03-16 12:30:00,"Sci Writing"
"305",NA,"No","2023-03-16","13:00:00","2023-03-16","16:15:00",195,"Code,R Studio",NA,2023-03-16 13:00:00,2023-03-16 16:15:00,"AI / Deep Learning"
"306",NA,"No","2023-03-16","13:00:00","2023-03-16","16:15:00",195,"Code,R Studio",NA,2023-03-16 13:00:00,2023-03-16 16:15:00,"Data Explore/Visualisation"
"307",NA,"No","2023-03-17","07:30:00","2023-03-17","12:00:00",270,"Review,Writing",NA,2023-03-17 07:30:00,2023-03-17 12:00:00,"Review"
"308",NA,"No","2023-03-17","07:30:00","2023-03-17","12:00:00",270,"Review,Writing",NA,2023-03-17 07:30:00,2023-03-17 12:00:00,"Sci Writing"
"309",NA,"No","2023-03-17","12:00:00","2023-03-17","13:00:00",60,"Meetings,Project Management",NA,2023-03-17 12:00:00,2023-03-17 13:00:00,"Prod Manage"
"310",NA,"No","2023-03-17","12:00:00","2023-03-17","13:00:00",60,"Meetings,Project Management",NA,2023-03-17 12:00:00,2023-03-17 13:00:00,"Proj Manage"
"311",NA,"No","2023-03-17","14:00:00","2023-03-17","15:00:00",60,"Project Management",NA,2023-03-17 14:00:00,2023-03-17 15:00:00,"Proj Manage"
"312",NA,"No","2023-03-17","15:00:00","2023-03-17","16:00:00",60,"Business Strategy,Meetings,Project Management",NA,2023-03-17 15:00:00,2023-03-17 16:00:00,"Prod Manage"
"313",NA,"No","2023-03-17","15:00:00","2023-03-17","16:00:00",60,"Business Strategy,Meetings,Project Management",NA,2023-03-17 15:00:00,2023-03-17 16:00:00,"Prod Manage"
"314",NA,"No","2023-03-17","15:00:00","2023-03-17","16:00:00",60,"Business Strategy,Meetings,Project Management",NA,2023-03-17 15:00:00,2023-03-17 16:00:00,"Proj Manage"
